bird,power_text,mapped_class,mapped_kwargs,power_source,strict_mapped,semantic_tested_word_for_word,smoke_covered,status,notes,row_signature
Pileated Woodpecker,All players lay 1 [egg] on any 1 [cavity] bird. You may lay 1 [egg] on 1 additional [cavity] bird.,backend.powers.templates.strict.AllPlayersLayEggsSelfBonus,"{""all_players_count"": 1, ""nest_filter"": ""NestType.CAVITY"", ""self_bonus_count"": 1, ""self_bonus_must_be_distinct_bird"": true}",strict,True,True,True,PASS,,2cdcb6a40e205dd12cd271bb
Pine Siskin,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [seed] from the supply.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.SEED"", ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,e08ba766d4f07bd94dacc7bc
Pink-Eared Duck,Draw 2 [card] from the deck. Keep 1 and give the other to another player.,backend.powers.templates.strict.PinkEaredDuckDrawKeepGive,{},strict,True,True,True,PASS,,b300dc5cb8f83ce0a01d8464
Plains-Wanderer,Draw 1 bonus card for each bird in your [grassland]. Keep 1 and discard the rest.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,2bbda56e37cd2c83ec91c9ca
Plumbeous Redstart,Draw 1 [card] from the deck and add it to your hand. All other players draw 1 [card] from the deck and add it to their hand if the bird has a [invertebrate] or [seed] in its food cost.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,b88a49d05542b5c10574729e
Princess Stephanie's Astrapia,Choose 1 other player. You both lay 1 [egg].,backend.powers.templates.strict_more.ChooseOtherPlayerBothLayEgg,"{""eggs_each"": 1}",strict,True,True,True,PASS,,606e7bbead1d2759d402e4ed
Prothonotary Warbler,,backend.powers.base.NoPower,{},strict,True,True,True,PASS,No power text on card,c1629cfe1992119453b6658e
Purple Gallinule,All players draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": true, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,1ef5284389841d0e2153341d
Purple Heron,"Choose any 2 [die]. Roll them up to 3 times. Each time, if you roll at least 1 [invertebrate] or [fish], cache 1 here. If not, stop and return all food cached here this turn.",backend.powers.templates.strict.PushYourLuckPredatorDiceCache,"{""cache_food"": ""FoodType.INVERTEBRATE"", ""cache_per_hit"": 1, ""dice_count"": 2, ""max_rolls"": 3, ""target_foods"": ""{<FoodType.INVERTEBRATE: 'invertebrate'>, <FoodType.FISH: 'fish'>}""}",strict,True,True,True,PASS,,339845afc8a9c757fd52e9f7
Purple Martin,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,d386e7bddc2fb94e0eb85eef
Pygmy Nuthatch,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate] or [seed] from the supply.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.INVERTEBRATE"", ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,f654d102b8ecd66c477e4fa5
Pūkeko,Lay 1 [egg] on an adjacent bird.,backend.powers.templates.lay_eggs.LayEggs,"{""all_players"": false, ""count"": 1, ""habitat_filter"": null, ""nest_filter"": null, ""target"": ""any""}",strict,True,True,True,PASS,,5779dba6292c83e5ab67f27a
Rainbow Lorikeet,"Discard 1 [nectar] to the “spent nectar” space for your [forest]. If you do, gain 2 [die] from the birdfeeder.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 2, ""food_types"": [""FoodType.NECTAR""], ""may_cache"": false}",strict,True,True,True,PASS,,8ff1c25cfb1caf63c194ff8e
Red Avadavat,"Give 1 [card] from your hand to another player. If you do, draw 2 [card].",backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 2, ""keep"": 2}",strict,True,True,True,PASS,,cb79c5323177ffdbefae79b8
Red Crossbill,All players gain 1 [seed] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": true, ""count"": 1, ""food_types"": [""FoodType.SEED""], ""you_also"": false}",strict,True,True,True,PASS,,6273ae04058103f61307841b
Red Junglefowl,"Count the [egg] on all of your birds. If the total is fewer than 6 [egg], lay 1 [egg] on this bird.",backend.powers.templates.strict.LayEggOnSelfIfTotalEggsBelow,"{""count"": 1, ""threshold"": 6}",strict,True,True,True,PASS,,96cf5eb56579a7dd863e0cc3
Red Kite,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",backend.powers.templates.play_bird.PlayOnTopPower,{},strict,True,True,True,PASS,,81d1a001c88b58b7dbe655e9
Red Knot,Draw 1 new bonus card. Then draw 3 [card] and keep 1 of them.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,ed61cf58dd2dce72d371d2f3
Red Wattlebird,Gain 1 [nectar] from the supply for each bird with a wingspan less than 49cm in your [forest].,backend.powers.templates.strict_more.GainFoodPerBirdWingspanInHabitat,"{""food_type"": ""FoodType.NECTAR"", ""habitat"": ""Habitat.FOREST"", ""max_wingspan_exclusive"": 49}",strict,True,True,True,PASS,,6535ec3ca015068de1f1d8a7
Red-Backed Fairywren,"Lay 1 [egg] on each of your birds with a [star] nest, including this one.",backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.WILD: 'wild'>}""}",strict,True,True,True,PASS,,32ae86435bba20d6d9b73e91
Red-Backed Shrike,Steal 1 [invertebrate] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,backend.powers.templates.strict.StealSpecificFoodCacheThenTargetGainDieFromFeeder,"{""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,b398881d2f3cac2d01e7c54b
Red-Bellied Woodpecker,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.",backend.powers.templates.strict.RedBelliedWoodpeckerSeedFromFeeder,{},strict,True,True,True,PASS,,92a9efa71c97e8b970237558
Red-Breasted Merganser,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",backend.powers.templates.strict.DrawThenEndTurnDiscardFromHand,"{""discard"": 1, ""draw"": 2}",strict,True,True,True,PASS,,772b78c89538f763abda86a6
Red-Breasted Nuthatch,Cache 1 [seed] from the supply on this bird.,backend.powers.templates.cache_food.CacheFoodFromSupply,"{""count"": 1, ""food_type"": ""FoodType.SEED"", ""spendable"": false}",strict,True,True,True,PASS,,ea4a5af8828c5de2e76f928d
Red-Capped Robin,"If the player to your left has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.",backend.powers.templates.strict_more.ConditionalNeighborHasFoodGainFood,"{""direction"": ""left"", ""food_type"": ""FoodType.INVERTEBRATE"", ""gain_count"": 1}",strict,True,True,True,PASS,,dbc3c7b2137d463ba85a3765
Red-Cockaded Woodpecker,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,fc6554e8fa05377b96cc1420
Red-Crowned Crane,Score 1 of your bonus cards now by caching 1 [wild] from the supply on this bird for each point. Discard that bonus card and draw 1 new one.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,fef950e00ee3e604d815bc5c
Red-Eyed Vireo,Play an additional bird in your [forest]. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,2ff6f61da6886c8b3405abd0
Red-Headed Woodpecker,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.",backend.powers.templates.cache_food.CacheFoodFromFeeder,"{""food_type"": ""FoodType.SEED""}",strict,True,True,True,PASS,,6abc9f26777a95ea23c63a38
Red-Legged Partridge,"Lay 1 [egg] on each bird in this column, including this one.",backend.powers.templates.lay_eggs.LayEggsEachBirdInRow,"{""include_column"": true}",strict,True,True,True,PASS,,cf7ccb8d49f222fddaf4e9a6
Red-Necked Avocet,"If the player to your left or right has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.",backend.powers.templates.strict_more.ConditionalNeighborHasFoodGainFood,"{""direction"": ""left_or_right"", ""food_type"": ""FoodType.INVERTEBRATE"", ""gain_count"": 1}",strict,True,True,True,PASS,,963d248602355e058ba45bab
Red-Shouldered Hawk,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 75}",strict,True,True,True,PASS,,db85b5558582481ee88bac90
Red-Tailed Hawk,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 75}",strict,True,True,True,PASS,,c0cad4ef87a1df6852a9bd20
Red-Vented Bulbul,"If you have at least 1 [fruit] in your supply, lay 1 [egg] on this bird.",backend.powers.templates.strict_more.IfHasFoodLayEggOnSelf,"{""egg_count"": 1, ""required_food"": ""FoodType.FRUIT""}",strict,True,True,True,PASS,,6367fe68edf391b2ca6d1bbb
Red-Wattled Lapwing,"Discard any number of [card] from the tray, then refill it. If at least 1 of the discarded birds is a [predator], lay 1 [egg] on this bird.",backend.powers.templates.strict.RedWattledLapwingDiscardTrayLayEgg,{},strict,True,True,True,PASS,,e290445a5fa3bacdc4529ab2
Red-Winged Blackbird,"Tuck 1 [card] from your hand behind this bird. If you do, you may also lay 1 [egg] on this bird.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 0, ""food_type"": null, ""lay_count"": 1, ""tuck_count"": 1}",strict,True,True,True,PASS,,b390acfe0e176cb15097b20d
Red-Winged Parrot,"Give 1 [nectar] from your supply to another player. If you do, lay 2 [egg] on this bird or gain 2 [die] from the birdfeeder.",backend.powers.templates.strict_more.GiveFoodToOtherThenEggsOrDie,"{""food_type"": ""FoodType.NECTAR"", ""give_count"": 1, ""reward_count"": 2}",strict,True,True,True,PASS,,0401235a1494c1999fba0aea
Regent Bowerbird,Choose 1 other player. You both gain 1 [invertebrate] from the supply.,backend.powers.templates.strict_more.ChooseOtherPlayerBothGainFood,"{""count"": 1, ""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,2ca6a14fe507c67e3373d93b
Rhinoceros Auklet,"Roll any 2 [die]. If you roll at least 1 [fish], cache 1 [fish] from the supply on this bird. All players may discard 1 [card] from their hand to gain 1 [fish] from the supply.",backend.powers.templates.strict.RollDiceCacheThenAllPlayersMayDiscardCardGainFood,"{""dice_count"": 2, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,4cecba43eab56965483e0aaf
Ring-Billed Gull,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,34c9fb0ff90bf5eef04e18fe
Rock Pigeon,All players lay 1 [egg]. You lay 1 additional [egg].,backend.powers.templates.strict.AllPlayersLayEggsSelfBonus,"{""all_players_count"": 1, ""nest_filter"": null, ""self_bonus_count"": 1, ""self_bonus_must_be_distinct_bird"": false}",strict,True,True,True,PASS,,f38e7b30adf69aab34672f35
Rook,"Cache 1 [wild] from your supply on this bird or tuck 1 [card] from your hand behind this bird. If you do either, tuck 1 [card] from the deck behind this bird.",backend.powers.templates.strict_more.CacheAnyFoodOrTuckFromHandThenTuckDeck,{},strict,True,True,True,PASS,,1c9301a7d3a487915a534d60
Rose-Breasted Grosbeak,"Gain 1 [seed] or [fruit] from the birdfeeder, if available.",backend.powers.templates.gain_food.GainFoodFromFeeder,"{""count"": 1, ""food_types"": [""FoodType.SEED"", ""FoodType.FRUIT""], ""may_cache"": false}",strict,True,True,True,PASS,,abc8a65def5efdc8aa9e20ac
Rose-Ringed Parakeet,Copy a “When Played” (white) ability on 1 of your neighbors' birds.,backend.powers.templates.unique.CopyNeighborWhitePower,{},strict,True,True,True,PASS,,a5645e82ade151997b5f07ff
Roseate Spoonbill,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,5f19d8bb0754bd0ccd23aec9
Rosy Starling,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [invertebrate] from the supply.",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 0, ""food_count"": 1, ""food_type"": ""FoodType.INVERTEBRATE"", ""lay_count"": 0, ""tuck_count"": 3}",strict,True,True,True,PASS,,80cb2881929178962b9a4751
Royal Spoonbill,Draw 1 face-up [card] from the tray with a [platform] or [star] nest. You may reset or refill the tray before doing so.,backend.powers.templates.strict.WillieWagtailDrawTrayNest,"{""allow_refill"": true, ""allow_reset"": true, ""allowed_nests"": ""{<NestType.PLATFORM: 'platform'>, <NestType.WILD: 'wild'>}""}",strict,True,True,True,PASS,,a40b379d429550192d4e2752
Ruby-Crowned Kinglet,Play an additional bird in your [forest]. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,5ba70debd428ce3249c7c9a4
Ruby-Throated Hummingbird,"Each player gains 1 [die] from the birdfeeder, starting with the player of your choice.",backend.powers.templates.strict.EachPlayerGainDieFromFeederStartingChoice,{},strict,True,True,True,PASS,,b1727b214ee8a94b92c6daa7
Ruddy Duck,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",backend.powers.templates.strict.DrawThenEndTurnDiscardFromHand,"{""discard"": 1, ""draw"": 2}",strict,True,True,True,PASS,,d377fac5447cfb1e5aa4e134
Ruddy Shelduck,"Draw 5 [card] from the deck. Add 1 to your hand, tuck 1 behind this bird, and discard the rest.",backend.powers.templates.strict.DrawKeepTuckDiscard,"{""draw_count"": 5, ""keep_count"": 1, ""tuck_count"": 1}",strict,True,True,True,PASS,,4a37cd0eee55822b274a013f
Ruff,Tuck up to 3 [card] from your hand behind this bird. Draw 1 [card] for each card you tucked.,backend.powers.templates.strict.TuckFromHandThenDrawEqual,"{""max_tuck"": 3}",strict,True,True,True,PASS,,34033f2fea215e409954de5d
Rufous Night-Heron,"Look at a [card] from the deck. If it can live in [wetland], tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": ""Habitat.WETLAND"", ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 75}",strict,True,True,True,PASS,,790e86af555583c80d458ca2
Rufous Owl,Draw 1 face-up [card] from the tray with a wingspan less than 75cm and tuck it behind this bird.,backend.powers.templates.strict.TuckTrayCardByMaxWingspan,"{""max_wingspan_cm"": 75}",strict,True,True,True,PASS,,f4c2641f640971ce82ccffed
Rufous-Banded Honeyeater,"Discard 1 [invertebrate]. If you do, gain 1 [nectar] from the supply.",backend.powers.templates.strict_more.DiscardFoodToGainOtherFood,"{""discard_type"": ""FoodType.INVERTEBRATE"", ""gain_type"": ""FoodType.NECTAR"", ""max_discard"": 1}",strict,True,True,True,PASS,,821cb0bac70d3f4d36fadc8e
Sacred Kingfisher,"When another player takes the “gain food” action, gain 1 [invertebrate], [fish], or [rodent] from the birdfeeder, if there is one, at the end of their turn.",backend.powers.templates.strict.PinkGainFoodFromFeederOnGainFood,"{""food_types"": [""FoodType.INVERTEBRATE"", ""FoodType.FISH"", ""FoodType.RODENT""]}",strict,True,True,True,PASS,,ddc9694dde75e91026b4c326
Sandhill Crane,Discard 1 [seed] to tuck 2 [card] from the deck behind this bird.,backend.powers.templates.strict.DiscardFoodToTuckFromDeck,"{""food_type"": ""FoodType.SEED"", ""max_discard"": 1, ""tuck_per_discard"": 2}",strict,True,True,True,PASS,,6f44f3d2f16332d0b3cd9941
Sarus Crane,Each player may discard 1 [egg] to draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": true, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,f68e898b0bf996df60251c4f
Satyr Tragopan,"Give 1 [card] from your hand to another player. If you do, lay 2 [egg] on this bird.",backend.powers.templates.strict_more.GiveCardToOtherThenLayEggOnSelf,"{""egg_count"": 2, ""give_count"": 1}",strict,True,True,True,PASS,,5af65ebe29d7c684355116a0
Savannah Sparrow,Play an additional bird in your [grassland]. Pay its normal cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.GRASSLAND"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,b2f5232e45a9b7e279f0a687
Savi's Warbler,Draw 2 [card]. All other players draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 2, ""keep"": 2}",strict,True,True,True,PASS,,0188f5d692d9655b8fbc9a82
Say's Phoebe,Lay 1 [egg] on each of your birds with a [bowl] nest.,backend.powers.templates.strict.EndGameLayEggOnMatchingNest,"{""nest_types"": ""{<NestType.BOWL: 'bowl'>}""}",strict,True,True,True,PASS,,c2ad91da7547e7c6fcd0aa4d
Scaled Quail,Lay 1 [egg] on this bird.,backend.powers.templates.lay_eggs.LayEggs,"{""all_players"": false, ""count"": 1, ""habitat_filter"": null, ""nest_filter"": null, ""target"": ""self""}",strict,True,True,True,PASS,,5310a50c4075a230c22a45b2
Scaly-Breasted Munia,Gain 1 [seed] from the supply or tuck 1 [card] from the deck behind this bird.,backend.powers.templates.strict.GainSeedFromSupplyOrTuckFromDeck,"{""food_type"": ""FoodType.SEED""}",strict,True,True,True,PASS,,8afe559cca3daff0523f8d85
Scissor-Tailed Flycatcher,All players gain 1 [invertebrate] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": true, ""count"": 1, ""food_types"": [""FoodType.INVERTEBRATE""], ""you_also"": false}",strict,True,True,True,PASS,,fb7fff4bdda22c1084f4b034
Short-Toed Treecreeper,"Discard 1 [egg] from any bird. If you do, play another bird in your [forest]. Pay its normal food and egg cost.",backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 0, ""food_discount"": 0, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,c2699d33c3746fcaebb3af1c
Silvereye,All players gain 1 [nectar] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": true, ""count"": 1, ""food_types"": [""FoodType.NECTAR""], ""you_also"": false}",strict,True,True,True,PASS,,11837ca72ef03a2b5b368b69
Small Minivet,Play 1 additional bird in your [forest]. You may ignore 1 [invertebrate] or 1 [egg] in its cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 1, ""food_discount"": 1, ""habitat_filter"": ""Habitat.FOREST"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,e81b7518b3490209d63c44ff
Smew,Draw 4 [card]. Tuck 2 [card] behind this bird and add the other 2 [card] to your hand.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 4, ""keep"": 4}",strict,True,True,True,PASS,,2260ba3a9d31a2505c9f90f2
Snow Bunting,"When another player tucks a [card] for any reason, tuck 1 [card] from your hand behind this bird, then draw 1 [card] at the end of their turn.",backend.powers.templates.strict.PinkTuckFromHandThenDrawOnOpponentTuck,{},strict,True,True,True,PASS,,dbd2dd79812aefd8712e9ff5
Snowy Egret,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",backend.powers.templates.predator.PredatorDice,"{""cache_count"": 1, ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,60ebb3f4d110b7054b56f739
Snowy Owl,Draw 1 new bonus card. Then gain 1 [card] or lay 1 [egg] on any bird.,backend.powers.templates.strict.SnowyOwlBonusThenChoice,{},strict,True,True,True,PASS,,45666c1543c3c3caaf5fcc90
Song Sparrow,"If this bird is to the right of all other birds in its habitat, move it to another habitat.",backend.powers.templates.special.MoveBird,{},strict,True,True,True,PASS,,16f951ab925c4b03ba18b7d8
South Island Robin,"If the player to your right has an [invertebrate] in their supply, cache 1 [invertebrate] from the general supply on this bird.",backend.powers.templates.unique.ConditionalCacheFromNeighbor,"{""direction"": ""right"", ""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,55af8735a38587f9abc28051
Southern Cassowary,"Discard a bird from your [forest] and put this bird in its place (do not pay an egg cost). If you do, lay 4 [egg] on this bird and gain 2 [fruit] from the supply.",backend.powers.templates.unique.SouthernCassowaryPower,{},strict,True,True,True,PASS,,40bd10d5ee10e7c41b0eece9
Spangled Drongo,"When another player gains [nectar], gain 1 [nectar] from the supply.",backend.powers.templates.strict.PinkGainNectarOnOpponentNectarGain,{},strict,True,True,True,PASS,,c064e32789c819769955380a
Splendid Fairywren,"Lay 1 [egg] on each of your birds with a wingspan less than 30cm, including this one.",backend.powers.templates.strict.EndGameLayEggOnMatchingWingspan,"{""max_cm"": 30, ""min_cm"": null}",strict,True,True,True,PASS,,165427405fad501a9fa9cd0e
Spoon-Billed Sandpiper,"Draw 2 new bonus cards and keep 1. Other players may discard any 2 resources ([wild], [egg], or [card]) to do the same.",backend.powers.templates.strict.SpoonBilledSandpiperDrawBonusOthersMayDiscardTwo,"{""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,75012e63c9a50b67ba7c2d05
Spotless Crake,"Lay 1 [egg] on each bird in your [wetland], including this one.",backend.powers.templates.strict.EndGameLayEggOnEachBirdInHabitat,"{""habitat"": ""Habitat.WETLAND""}",strict,True,True,True,PASS,,652ac252bfde5a8a4427c466
Spotted Dove,"If this bird has no birds to the right of it, you may move it (only the card) to the player mat of the player on your right (you choose its habitat). If you do, draw 3 [card].",backend.powers.templates.draw_cards.DrawCards,"{""all_players"": false, ""draw"": 3, ""keep"": 3}",strict,True,True,True,PASS,,00b6fd624994dd80f9ef71ef
Spotted Owl,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,0af0b8b1251a2bf24e659a90
Spotted Sandpiper,All players draw 1 [card] from the deck.,backend.powers.templates.draw_cards.DrawCards,"{""all_players"": true, ""draw"": 1, ""keep"": 1}",strict,True,True,True,PASS,,858348c17da78fb891335655
Spotted Towhee,Gain 1 [seed] from the supply.,backend.powers.templates.gain_food.GainFoodFromSupply,"{""all_players"": false, ""count"": 1, ""food_types"": [""FoodType.SEED""], ""you_also"": false}",strict,True,True,True,PASS,,9d43727551fcfd9e822cd9d2
Sprague's Pipit,Draw 2 new bonus cards and keep 1.,backend.powers.templates.draw_cards.DrawBonusCards,"{""discard_from_all_bonus"": false, ""draw"": 2, ""keep"": 1}",strict,True,True,True,PASS,,66fadfdead537378c2f3cc03
Squacco Heron,Gain 1 face-up [card] that can live in [wetland].,backend.powers.templates.strict.DrawTrayCardByHabitat,"{""habitat"": ""Habitat.WETLAND""}",strict,True,True,True,PASS,,c98e28d4b57590b9a1c28283
Sri Lanka Blue-Magpie,You may cache 1 [wild] from your supply on each of your other birds.,backend.powers.templates.strict.CacheWildOnEachOtherBird,{},strict,True,True,True,PASS,,5583e28ef731627499ffbab2
Sri Lanka Frogmouth,"Roll any 1 [die]. If you roll a [invertebrate], cache 1 [invertebrate] from the supply on this bird. All players may discard 1 [card] from their hand to gain 1 [invertebrate] from the supply.",backend.powers.templates.strict.RollDiceCacheThenAllPlayersMayDiscardCardGainFood,"{""dice_count"": 1, ""target_food"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,809761fea975a8ab472c4279
Steller's Jay,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.",backend.powers.templates.cache_food.CacheFoodFromFeeder,"{""food_type"": ""FoodType.SEED""}",strict,True,True,True,PASS,,5800d5061643744823c8b107
Stork-Billed Kingfisher,"Choose any 1 [die]. Roll it one for each of your [wetland] birds. If you roll at least 1 [fish], gain 1 from the supply. You may cache it on this bird.",backend.powers.templates.strict_more.RollOneDiePerBirdInHabitatIfAnyTargetGainMayCache,"{""gain_food"": ""FoodType.FISH"", ""habitat"": ""Habitat.WETLAND"", ""target_food"": ""FoodType.FISH""}",strict,True,True,True,PASS,,0a782e967795fe2727d5e0cc
Stubble Quail,Discard up to 6 [wild]. Lay 1 [egg] on this bird for each discarded food.,backend.powers.templates.strict_more.DiscardFoodToLayEggOnSelf,"{""food_type"": ""FoodType.WILD"", ""max_discard"": 6}",strict,True,True,True,PASS,,bfd7c955e58c4a39924ad7c4
Sulphur-Crested Cockatoo,"Tuck 1 [card] from your hand behind this bird. If you do, all players gain 1 [nectar] from the supply.",backend.powers.templates.strict.TuckFromHandThenAllPlayersGainFood,"{""food_type"": ""FoodType.NECTAR""}",strict,True,True,True,PASS,,7a6edd07bf89b92ac3f7ee84
Superb Lyrebird,Copy a brown power on one bird in the [forest] of the player to your right.,backend.powers.templates.special.CopyNeighborBrownPower,"{""direction"": ""right"", ""target_habitat"": ""Habitat.FOREST""}",strict,True,True,True,PASS,,e56418c4a53c81283b46fb7c
Swainson's Hawk,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",backend.powers.templates.predator.PredatorLookAt,"{""cache_count"": 0, ""cache_food_type"": null, ""food_cost_includes"": ""set()"", ""habitat_filter"": null, ""wingspan_cmp"": ""lt"", ""wingspan_threshold"": 75}",strict,True,True,True,PASS,,9e3bd8bb9692aea84e5c4826
Tawny Frogmouth,Reset the birdfeeder. Cache 1 [invertebrate] or [rodent] from the birdfeeder (if available) on this bird.,backend.powers.templates.gain_food.ResetFeederGainFood,"{""cache"": true, ""food_type"": ""FoodType.INVERTEBRATE""}",strict,True,True,True,PASS,,a863e317926d03f82e5f7642
Thekla's Lark,"Discard 1 [seed] from your supply. If you do, lay 2 [egg] on this bird.",backend.powers.templates.strict_more.DiscardSpecificFoodThenLayEggOnSelfUpTo,"{""food_type"": ""FoodType.SEED"", ""max_eggs"": 2}",strict,True,True,True,PASS,,db8698d769c96347f71a1fa9
Tree Swallow,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",backend.powers.templates.tuck_cards.TuckFromHand,"{""draw_count"": 1, ""food_count"": 0, ""food_type"": null, ""lay_count"": 0, ""tuck_count"": 1}",strict,True,True,True,PASS,,208ff69c203d6fc497bcf08b
Trumpeter Finch,Play 1 additional bird in your [grassland]. You may ignore 1 [seed] or 1 [egg] in its cost.,backend.powers.templates.play_bird.PlayAdditionalBird,"{""egg_discount"": 1, ""food_discount"": 1, ""habitat_filter"": ""Habitat.GRASSLAND"", ""ignore_habitat"": false}",strict,True,True,True,PASS,,1c29d311f5cddba9c2ea8ca4
